sentiment;TOKENS;SHAP;C-SHAP (P+C)
positive;"the 
 ";0,012085593;0,012085593
positive;intermeeting ;0,031360825;0,031360825
positive;period;0,007143534;0,007143534
positive;however;0,106186196;0,106186196
positive;despite ;0,024410098;0,024410098
positive;higher ;0,024410098;0,024410098
positive;u;0,012019678;0,012019678
positive;s;0,004942207;0,004942207
positive;interest ;0,033310046;0,030842687
positive;rates ;0,028375329;0,030842687
positive;"and 
 ";0,011669541;0,011669541
positive;the ;0,011669541;0,011669541
positive;release ;0,010936907;0,010936907
positive;of ;0,010936907;0,010936907
positive;data ;0,01452994;0,01452994
positive;indicating ;0,021957914;0,021957914
positive;generally ;0,079880421;0,079880421
positive;strong ;0,1051424;0,1051424
positive;u;0,043637439;0,043637439
positive;s;0,005306902;0,005306902
positive;"economic 
 ";0,014980668;0,014980668
positive;activity;0,011015361;0,011015361
positive;"the 
 ";0,010239545;0,01233223
positive;level ;0,010239545;0,01233223
positive;of ;0,006122093;0,00998766
positive;real ;0,006122093;0,00998766
positive;short;0,006122093;0,001661826
positive;term ;0,002358664;0,001661826
positive;interest ;0,002358664;0,000315835
positive;rates;0,002358664;0,000315835
positive;which ;0,010887252;0,010887252
positive;had ;0,010887252;0,010887252
positive;risen ;0,015148903;0,015148903
positive;"considerably 
 ";0,015265914;0,015265914
positive;this ;0,015265914;0,015265914
positive;year ;0,007922236;0,007922236
positive;and ;-0,045398929;-0,045398929
positive;were ;0,025627135;0,025627135
positive;now ;0,025627135;0,025627135
positive;significantly ;0,046605164;0,046605164
positive;positive;0,046605164;0,046605164
positive;the ;0,014317892;0,014317892
positive;uniformly ;-0,001442473;-0,001442473
positive;"sluggish 
 ";-0,023765763;-0,023765763
positive;behavior ;0,000798581;0,000798581
positive;of ;0,004888665;0,004888665
positive;the ;0,004888665;0,004888665
positive;monetary ;0,002135924;0,002135924
positive;aggregates;0,013732659;0,013732659
positive;and ;0,01480826;0,01480826
positive;the ;0,02375197;0,024317857
positive;recent ;0,02375197;0,024317857
positive;appreciation ;0,040833139;0,039701364
positive;"of 
 ";0,003068896;0,003068896
positive;the ;0,003068896;0,003068896
positive;dollar ;-0,00379163;-0,00379163
positive;might ;-0,001585129;-0,001585129
positive;indicate ;0,004998453;0,004998453
positive;that ;0,004998453;0,004998453
positive;policy ;0,004328166;0,004328166
positive;was ;0,004328166;0,004328166
positive;now ;0,061193508;0,061193508
positive;better ;0,061193508;0,061193508
positive;positioned ;0,060429437;0,060429437
positive;"to 
 ";0,017297217;0,017297217
positive;restrain ;0,017297217;0,017297217
positive;incipient ;0,004626188;0,004626188
positive;inflation;0,020133912;0,020133912
negative;the ;0,007096294;0,007096294
negative;dollar;0,022419759;0,022419759
negative;"s 
 ";0,019390246;0,019390246
negative;weakness ;0,140136225;0,140136225
negative;appeared ;0,005828427;0,005828427
negative;to ;0,004271148;0,004271148
negative;have ;0,010528556;0,010528556
negative;been ;0,010826946;0,010826946
negative;related ;0,050596351;0,050596351
negative;in ;0,02355894;0,02355894
negative;part ;0,025919788;0,025919788
negative;to ;0,025919788;0,025919788
negative;further ;0,01441218;0,01441218
negative;"indications 
 ";0,013854633;0,013523075
negative;of ;0,009812756;0,009481198
negative;softening ;0,023963715;0,03317482
negative;economic ;0,027913705;0,02781363
negative;activity ;0,027913705;0,028584826
negative;and ;0,00672294;0,012185209
negative;related ;0,043884246;0,054958527
negative;declines ;0,079058607;0,056375645
negative;in ;0,017645497;0,032469842
negative;interest ;0,008894328;0,011966201
negative;"rates 
 ";0,016060699;0,011966201
negative;in ;0,010915879;0,010011626
negative;the ;0,007394465;0,009022592
negative;united ;0,007394465;0,009022592
negative;states ;0,007394465;0,009022592
negative;and ;0,014122616;0,0118104
negative;to ;0,013342175;0,003205994
negative;increasing ;0,013342175;0,01123216
negative;trade ;0,022262952;0,012469569
negative;tensions ;0,041378163;0,047314761
negative;with ;0,020061368;0,019103481
negative;japan;0,016381075;0,015423188
negative;the ;0,000778437;0,001378247
negative;higher ;-4,43021E-05;0,001378247
negative;interest ;-4,43021E-05;0,004328502
negative;rates ;0,005236776;0,004328502
negative;of ;0,005236776;0,004786204
negative;1994;0,005236776;0,004786204
negative;"clearly 
 ";0,009590997;0,011852771
negative;had ;0,009590997;0,011852771
negative;damped ;0,068206348;0,068731968
negative;demand;0,036118887;0,033195444
negative;but ;-0,005232941;-0,005232941
negative;since ;0,001249251;0,001249251
negative;year;0,001249251;0,001249251
negative;end ;0,001249251;0,001249251
negative;intermediate;0,008474431;0,008474431
negative;and ;0,008474431;0,008474431
negative;long;0,003356023;0,003356023
negative;"term 
 ";0,001772868;0,001772868
negative;market ;0,001772868;0,001772868
negative;rates ;0,03940375;0,03940375
negative;had ;0,03940375;0,03940375
negative;declined;0,048823516;0,048823516
negative;stock ;-0,001100873;-0,001100873
negative;market ;-0,001100873;-0,001100873
negative;prices ;-0,006793148;-0,006793148
negative;had ;-0,006793148;-0,006793148
negative;risen;-0,006793148;-0,006793148
negative;bank ;0,015558336;0,015558336
negative;"lending 
 ";0,014600112;0,014600112
negative;terms ;0,014600112;0,014600112
negative;had ;0,011187181;0,011187181
negative;continued ;0,011187181;0,011187181
negative;to ;0,01123852;0,01123852
negative;ease;0,01123852;0,01123852
negative;and ;0,01938289;0,01938289
negative;the ;0,038866006;0,038866006
negative;dollar ;0,038866006;0,038866006
negative;had ;0,07810737;0,07810737
negative;fallen ;0,142278445;0,142278445
negative;against ;-0,012489007;-0,012489007
negative;"the 
 ";0,011398727;0,011398727
negative;currencies ;0,036725125;0,036725125
negative;of ;0,012823921;0,012823921
negative;many ;0,012823921;0,012823921
negative;major ;0,016382325;0,016382325
negative;industrial ;0,016382325;0,016382325
negative;countries;0,016568233;0,016568233
positive;the ;0,003606095;0,003606095
positive;dollar;0,011397766;0,011397766
positive;s ;0,013938004;0,013938004
positive;gain ;0,175477574;0,175477574
positive;occurred ;0,003121828;0,003121828
positive;partly ;0,070013374;0,070013374
positive;"in 
 ";0,026341261;0,026341261
positive;response ;0,047792286;0,047792286
positive;to ;0,019413131;0,019413131
positive;the ;0,016210063;0,016210063
positive;improving ;0,152232815;0,152232815
positive;outlook ;0,0273104;0,0273104
positive;for ;0,001419613;0,001419613
positive;the ;0,003181384;0,003181384
positive;u;0,027045248;0,027045248
positive;s;0,026163144;0,026163144
positive;economy ;0,007239499;0,007239499
positive;and ;0,007239499;0,007239499
positive;the ;0,006763025;0,006763025
positive;"related 
 ";0,012776316;0,012776316
positive;rise ;0,01497911;0,01497911
positive;in ;0,012952735;0,012952735
positive;long;0,012952735;0,012952735
positive;term ;0,008863108;0,008863108
positive;interest ;0,017289316;0,01513533
positive;rates ;0,012981343;0,01513533
positive;in ;0,003463419;0,003463419
positive;the ;0,003463419;0,003463419
positive;united ;0,00523946;0,00523946
positive;states;0,00523946;0,00523946
positive;in ;0,006533404;0,006533404
positive;addition;0,006533404;0,006533404
positive;the ;0,009406874;0,009406874
positive;"dollar 
 ";0,05305761;0,05305761
positive;appreciated ;0,128470694;0,128470694
positive;sharply ;-0,015530976;-0,015530976
positive;against ;-0,003547272;-0,003547272
positive;the ;0,007782693;0,007782693
positive;japanese ;0,007782693;0,007782693
positive;yen;0,007868687;0,007868687
positive;largely ;0,031064277;0,031064277
positive;in ;0,031064277;0,031064277
positive;response ;0,034475987;0,034475987
positive;"to 
 ";0,012035792;0,012035792
positive;actions ;0,012035792;0,012035792
positive;by ;0,01224232;0,01224232
positive;japanese ;0,01224232;0,01224232
positive;authorities ;-0,003596583;-0,003596583
positive;to ;-0,003596583;-0,003596583
positive;reduce ;-0,005617629;-0,005617629
positive;official ;-0,005617629;-0,005617629
positive;interest ;0,003620728;0,003620728
positive;rates;0,003620728;0,003620728
positive;"to 
 ";0,021788033;0,021788033
positive;encourage ;0,021788033;0,021788033
positive;capital ;0,021684302;0,021684302
positive;outflows ;0,046714504;0,046714504
positive;from ;0,010765282;0,010765282
positive;japan;0,010765282;0,010765282
positive;and ;2,65799E-06;2,65799E-06
positive;to ;0,012517422;0,012517422
positive;make ;0,012517422;0,012517422
positive;large ;0,012517422;0,012517422
positive;"intervention 
 ";0,009090198;0,009090198
positive;purchases ;0,009090198;0,009090198
positive;of ;0,007228412;0,007228412
positive;dollars ;0,007228412;0,007228412
positive;during ;0,004269917;0,004269917
positive;a ;0,004269917;0,004269917
positive;period ;0,000401806;0,000401806
positive;when ;0,000401806;0,000401806
positive;the ;0,013550455;0,013550455
positive;dollar ;0,013550455;0,013550455
positive;already ;0,01350591;0,01350591
positive;"was 
 ";0,026820405;0,026820405
positive;rising ;0,033117779;0,033117779
positive;against ;0,015929688;0,015929688
positive;the ;0,015929688;0,015929688
positive;yen;0,016474925;0,016474925
negative;declining ;0,213053766;0,213053766
negative;interest ;0,001769652;0,022667784
negative;rates ;0,043565915;0,022667784
negative;"in 
 ";0,060322156;0,060322156
negative;several ;0,068402556;0,068402556
negative;major ;0,032636884;0,032636884
negative;foreign ;0,027310951;0,027310951
negative;industrial ;0,005666189;0,005666189
negative;countries;0,00847771;0,00847771
negative;evidently ;0,010103331;0,010103331
negative;induced ;0,019324818;0,019324818
negative;"by 
 ";0,043204258;0,043204258
negative;disappointing ;0,149388078;0,149388078
negative;economic ;0,019983648;0,019983648
negative;growth ;0,02080273;0,02080273
negative;in ;0,006368857;0,006368857
negative;those ;0,006368857;0,006368857
negative;countries;0,004420646;0,004420646
negative;appeared ;0,002671845;0,002671845
negative;to ;-0,006898573;-0,006898573
negative;have ;0,017647014;0,017647014
negative;"a 
 ";-0,028289067;-0,028289067
negative;firming ;-0,06142375;-0,06142375
negative;effect ;0,016347883;0,016347883
negative;on ;0,016347883;0,016347883
negative;the ;0,019097712;0,019097712
negative;dollar ;0,019994034;0,019994034
negative;in ;-0,000307048;-0,000307048
negative;relation ;-0,000307048;-0,000307048
negative;to ;-0,001534028;-0,001534028
negative;european ;-0,001534028;-0,001534028
negative;currencies;0,017960856;0,017960856
positive;the ;0,002585258;0,002585258
positive;trade;0,002267675;0,002267675
positive;weighted ;-0,00600756;-0,00600756
positive;value ;-0,005691345;-0,005691345
positive;of ;1,28411E-05;1,28411E-05
positive;the ;1,28411E-05;1,28411E-05
positive;dollar ;0,010778895;0,010778895
positive;in ;0,007720513;0,007720513
positive;terms ;0,003612165;0,003612165
positive;of ;0,003612165;0,003612165
positive;the ;0,003612165;0,003612165
positive;"other

";0,008232955;0,008232955
positive;g;0,008232955;0,008232955
positive;10;0,007174955;0,007174955
positive;currencies ;0,052703351;0,052703351
positive;continued ;0,061904551;0,061904551
positive;to ;0,061162213;0,061162213
positive;rise ;0,184998858;0,184998858
positive;over ;0,070048883;0,070048883
positive;the ;0,022917492;0,022917492
positive;intermeeting ;0,058727656;0,058727656
positive;period ;0,016945407;0,016945407
positive;"despite

";0,106497855;0,106497855
positive;the ;0,034800885;0,034800885
positive;decline ;-0,018442499;-0,018442499
positive;in ;0,008950012;0,008950012
positive;u;0,020643191;0,020643191
positive;s;0,001039966;0,001039966
positive;interest ;0,009779757;0,020490378
positive;rates;0,031200998;0,020490378
negative;the ;-0,002857648;-0,002345277
negative;dollar;-0,001291143;0,000485654
negative;s ;-0,004730097;-0,003338657
negative;upward ;-0,014119527;-0,015702847
negative;"movement

";-0,003791332;-0,000811308
negative;against ;-0,003791332;-0,000811308
negative;the ;0,002375754;0,004239524
negative;german ;0,002375754;0,004239524
negative;mark ;0,000310581;0,002174351
negative;and ;0,005826309;0,004008557
negative;other ;0,005826309;0,004008557
negative;european ;0,005826309;0,004008557
negative;currencies ;0,006472711;0,004396509
negative;was ;0,01874438;0,015957271
negative;"associated

";0,029766187;0,022994521
negative;with ;0,026910047;0,020138381
negative;increasing ;0,024591532;0,016807268
negative;indications ;0,02307386;0,015289597
negative;of ;0,027287564;0,019465564
negative;further ;0,027287564;0,019465564
negative;weakening ;0,162228762;0,164987585
negative;of ;0,055461249;0,046693254
negative;economic ;0,037208626;0,03432653
negative;"expansion

";-0,035504589;-0,039910703
negative;in ;-0,004468325;-0,012588343
negative;key ;-0,002664017;-0,004276657
negative;european ;-0,00254889;-0,004276657
negative;countries ;-0,001619916;-0,004304432
negative;and ;-0,012809809;-0,025396258
negative;greater ;0,005973555;0,001381085
negative;declines ;0,162712045;0,215480746
negative;in ;0,015168222;0,045593115
negative;interest ;0,010786882;0,013186653
negative;rates ;0,037646758;0,013186653
negative;"in

";0,011424365;0,012484688
negative;those ;0,013361251;0,014421573
negative;countries ;0,013880567;0,014976218
negative;than ;0,014216746;0,015232858
negative;in ;0,012270519;0,007925743
negative;the ;0,012270519;0,007925743
negative;united ;0,012270519;0,024137784
negative;states;0,012270519;0,024137784
negative;one ;0,033049862;0,03260265
negative;member ;0,037577785;0,038024996
negative;pointed ;0,049328147;0,049775359
negative;out ;0,018450501;0,018450501
negative;that ;0,019929395;0,019929395
negative;such ;0,032192804;0,032192804
negative;a ;0,026285609;0,026285609
negative;"decrease

";0,127077979;0,129860344
negative;would ;0,024765319;0,021982954
negative;tend ;0,002973638;0,002973638
negative;to ;0,002626404;0,002626404
negative;counter ;-0,107777356;-0,107777356
negative;the ;-0,029914712;-0,029914712
negative;effects ;0,0035299;0,0035299
negative;on ;0,006361556;0,006361556
negative;aggregate ;0,018120562;0,018781729
negative;demand ;0,024708047;0,025369214
negative;of ;0,009200193;0,008539026
negative;the ;0,009200193;0,008539026
negative;"recent

";-0,001466405;-0,001466405
negative;rise ;-0,00780156;-0,00780156
negative;in ;0,00508815;0,00508815
negative;the ;0,00508815;0,00508815
negative;foreign ;0,006209686;0,006209686
negative;exchange ;0,006209686;0,006209686
negative;value ;0,007906614;0,007906614
negative;of ;0,007906614;0,007906614
negative;the ;0,015275468;0,015275468
negative;dollar;0,015275468;0,015275468
negative;which ;0,032118613;0,032276073
negative;might ;0,032118613;0,032980293
negative;"continue

";0,035659949;0,034663231
negative;to ;0,031476444;0,030479726
negative;move ;-0,037964415;-0,043416684
negative;higher ;-0,045366144;-0,045541394
negative;if ;-0,005553765;-0,028818103
negative;interest ;-0,016145664;0,025103305
negative;rate ;0,046832759;0,025103305
negative;declines ;0,069904263;0,05066573
negative;expected ;0,039525833;0,051200898
negative;by ;0,039525833;0,016636101
negative;the ;0,018416919;0,016636101
negative;markets ;0,018416919;0,019133064
negative;"were

";0,027733574;0,03931268
negative;not ;0,027733574;0,03931268
negative;forthcoming;0,027733574;0,0450139
negative;the ;0,007379672;0,007379672
negative;dollar ;0,040220474;0,040220474
negative;fell ;0,438571853;0,438571853
negative;appreciably ;-0,079036506;-0,079036506
negative;during ;0,016886166;0,016886166
negative;"the
";0,016886166;0,016886166
negative;initial ;0,023529763;0,023529763
negative;portion ;0,023529763;0,023529763
negative;of ;0,011741663;0,011741663
negative;the ;0,011741663;0,011741663
negative;period ;0,013013594;0,013013594
negative;before ;0,019980772;0,019980772
negative;evidence ;0,009314119;0,009314119
negative;of ;0,009314119;0,009314119
negative;a ;0,00268156;0,00268156
negative;more ;0,00268156;0,00268156
negative;robust ;0,003172289;0,003172289
negative;u;0,003172289;0,003172289
negative;s;-0,010950059;-0,010950059
negative;economy ;0,027707863;0,027707863
negative;emerged ;0,028276907;0,028276907
negative;while ;0,017888985;0,018003038
negative;data ;0,017888985;0,018003038
negative;on ;0,019382071;0,019268019
negative;german ;0,019382071;0,019268019
negative;money ;0,013221968;0,013221968
negative;supply ;0,013221968;0,013221968
negative;and ;0,015889796;0,015889796
negative;the ;0,010043365;0,012542636
negative;"japanese
";0,010043365;0,012542636
negative;economy ;0,018626102;0,020568194
negative;were ;0,018626102;0,020568194
negative;suggesting ;-0,011374058;-0,012389971
negative;upward ;-0,011374058;-0,012389971
negative;revisions ;-0,017531574;-0,009478531
negative;to ;-0,017531574;-0,009478531
negative;expected ;0,011358267;-0,009478531
negative;interest ;0,011358267;0,016620391
negative;"rates
";0,018068878;0,016620391
negative;abroad;0,018068878;0,011900373
positive;in ;0,002103573;0,002103573
positive;foreign ;0,002103573;0,002103573
positive;exchange ;0,002103573;0,002103573
positive;markets;0,002103573;0,002103573
positive;the ;0,009949102;0,009949102
positive;rise ;0,026076085;0,026076085
positive;of ;0,003056823;0,003056823
positive;u;0,003056823;0,003056823
positive;s;0,001153098;0,001153098
positive;interest ;0,006213271;0,006877703
positive;"rates
";0,007542135;0,006877703
positive;contributed ;0,022165299;0,022165299
positive;to ;0,015486516;0,015486516
positive;a ;0,05728099;0,05728099
positive;considerable ;0,066663099;0,066663099
positive;appreciation ;0,226444385;0,226444385
positive;of ;0,032944701;0,032944701
positive;the ;0,00704669;0,00704669
positive;trade;0,00704669;0,00704669
positive;weighted ;0,008439324;0,008439324
positive;"value
";0,008272372;0,008272372
positive;of ;0,008272372;0,008272372
positive;the ;0,012698159;0,012698159
positive;dollar ;0,013129743;0,013129743
positive;in ;0,014051764;0,014051764
positive;terms ;0,014051764;0,014051764
positive;of ;0,01276602;0,01276602
positive;the ;0,01276602;0,01276602
positive;other ;0,016240582;0,016240582
positive;g;0,016240582;0,016240582
positive;10;0,016209867;0,016209867
positive;currencies;0,048988448;0,048988448
negative;key ;-0,020594245;-0,020594245
negative;factors ;0,003483926;0,003483926
negative;bearing ;-0,000489753;-0,000489753
negative;on ;0,010285627;0,008602226
negative;"this
";0,005001705;0,003318304
negative;outlook ;0,054331331;0,056014732
negative;included ;0,042498541;0,044181941
negative;the ;-0,010620047;-0,010620047
negative;prospective ;-0,018258965;-0,018258965
negative;effects ;0,011968158;0,011968158
negative;of ;0,001949144;0,001949144
negative;the ;-0,011108367;-0,007841963
negative;rise ;-0,020053311;-0,007841963
negative;in ;0,004255387;-0,004520262
negative;interest ;0,004255387;0,000935104
negative;"rates
";0,004316925;0,000935104
negative;and ;-0,012462858;-0,012462858
negative;the ;0,01635794;0,01635794
negative;dollar ;0,017894055;0,017894055
negative;that ;0,020926187;0,020926187
negative;had ;0,022754094;0,022754094
negative;occurred ;0,027648117;0,027648117
negative;since ;0,042772408;0,042772408
negative;earlier ;0,021239424;0,021239424
negative;in ;0,013018181;0,013018181
negative;the ;0,01329859;0,01329859
negative;year ;0,013731338;0,013731338
negative;and ;0,027302158;0,027302158
negative;"the
";0,021296177;0,021296177
negative;waning ;0,172933262;0,172933262
negative;influence ;-0,005763406;-0,005763406
negative;of ;-0,005763406;-0,005763406
negative;transitory ;0,041080711;0,041080711
negative;factors ;-0,013319205;-0,013319205
negative;that ;-0,005356253;-0,005356253
negative;had ;-0,002231016;0,002938069
negative;stimulated ;-0,044335513;-0,049504599
negative;"economic
";0,02409805;0,02409805
negative;activity ;0,030089835;0,030089835
negative;in ;0,023587842;0,023587842
negative;the ;0,023587842;0,023587842
negative;second ;0,03599388;0,03599388
negative;quarter;0,067522968;0,067522968
positive;the ;0,010613179;0,010613179
positive;dollar;0,053171546;0,052467128
positive;s ;-0,005189147;-0,005189147
positive;rise ;0,11700793;0,11700793
positive;reflected ;0,047235738;0,047235738
positive;in ;0,060537641;0,060537641
positive;part ;0,027447606;0,027447606
positive;"the
";-0,035748582;-0,035748582
positive;increase ;0,193693609;0,193693609
positive;in ;0,01294667;0,01294667
positive;u;0,036262417;0,036262417
positive;s;0,036750648;0,036750648
positive;long;0,007989788;0,012732384
positive;term ;0,01516815;0,025390229
positive;interest ;0,006228333;0,014027822
positive;rates ;0,04181979;0,014027822
positive;over ;0,037367649;0,036007472
positive;the ;0,022431709;0,023227035
positive;period;0,017811741;0,021975121
positive;the ;0,001140588;0,001140588
positive;dollar;0,012444397;0,012444397
positive;s ;0,023004914;0,023004914
positive;appreciation ;0,130605363;0,130605363
positive;appeared ;0,025541371;0,025541371
positive;to ;0,047167545;0,047167545
positive;"reflect
";0,068552527;0,068552527
positive;spreading ;-0,002981526;-0,002981526
positive;perceptions ;-0,011735424;-0,011735424
positive;of ;0,015269064;0,015269064
positive;a ;0,01445545;0,01445545
positive;relatively ;0,040306925;0,040306925
positive;strong ;0,055695642;0,055695642
positive;u;0,041634346;0,041634346
positive;s;0,00749967;0,00749967
positive;expansion ;0,05316806;0,05316806
positive;"and
";-0,006717718;-0,006717718
positive;associated ;0,026155092;0,026155092
positive;increases ;0,029498658;0,029498658
positive;in ;0,023928955;0,023928955
positive;u;0,026311368;0,026311368
positive;s;0,023620507;0,023620507
positive;interest ;0,010329101;0,011050759
positive;rates ;0,011772417;0,011050759
positive;compared ;0,022858001;0,022858001
positive;to ;0,020613301;0,020613301
positive;those ;0,018353016;0,018353016
positive;abroad;0,018353016;0,018353016
neutral;the ;0,005171658;0,005171658
neutral;movements ;0,076518962;0,076518962
neutral;of ;0,033992634;0,033992634
neutral;the ;0,002604035;0,002604035
neutral;dollar ;-0,059086997;-0,059086997
neutral;during ;-0,045524932;-0,045524932
neutral;"the
";-0,012839022;-0,012839022
neutral;period ;0,028502993;0,028502993
neutral;roughly ;0,024477818;0,024477818
neutral;corresponded ;0,224881341;0,224881341
neutral;to ;-0,027613232;-0,027613232
neutral;the ;0,029518808;0,029518808
neutral;fluctuations ;0,046637681;0,046637681
neutral;in ;-0,000575525;-0,000575525
neutral;intermediate;0,001379081;0,001379081
neutral;"and
";0,021580177;0,021580177
neutral;long;-0,000911767;-0,000911767
neutral;term ;-0,028591655;-0,028591655
neutral;u;-0,033280133;-0,033280133
neutral;s;-0,024049848;-0,024049848
neutral;interest ;-0,01921081;-0,053141305
neutral;rates;-0,087071801;-0,053141305
negative;the ;0,013326758;0,013326758
negative;dollar ;0,036569946;0,036569946
negative;was ;0,039065283;0,039065283
negative;down ;0,226012264;0,226012264
negative;"considerably
";0,065668608;0,065668608
negative;against ;0,002957441;0,002957441
negative;the ;0,002957441;0,002957441
negative;mark ;-0,004505987;-0,004505987
negative;as ;-0,004505987;-0,004505987
negative;data ;0,01093379;0,01093379
negative;suggesting ;0,011756955;0,011756955
negative;a ;0,020484258;0,020484258
negative;pickup ;0,025553926;0,025553926
negative;in ;0,024942975;0,024942975
negative;german ;0,022213836;0,022213836
negative;"economic
";0,034502231;0,034502231
negative;activity ;0,023383113;0,023383113
negative;and ;0,006760952;0,006760952
negative;inflation ;0,053566623;0,053566623
negative;led ;0,089208616;0,089208616
negative;to ;0,00873655;0,00873655
negative;market ;0,008429114;0,008429114
negative;speculation ;0,022346731;0,022346731
negative;concerning ;0,028840639;0,028840639
negative;a ;0,001519933;0,001519933
negative;"possible
";0,006313667;0,006313667
negative;increase ;-0,010130407;-0,010130407
negative;in ;0,013930552;0,013930552
negative;short;0,007560533;0,007560533
negative;term ;0,004036394;0,004036394
negative;german ;0,004036394;0,004036394
negative;interest ;0,008635116;0,011288805
negative;rates;0,013942495;0,011288805
positive;the ;0,0012451;0,0012451
positive;dollar ;0,005511723;0,005511723
positive;also ;0,004740409;0,004740409
positive;strengthened ;0,323008513;0,323008513
positive;somewhat ;-0,008747124;-0,008747124
positive;in ;-0,000601363;-0,000601363
positive;terms ;0,01928865;0,01928865
positive;"of
";-0,00863176;-0,00863176
positive;the ;-0,007262567;-0,007262567
positive;british ;0,005749342;0,005749342
positive;pound;0,036641295;0,036641295
positive;in ;0,027125223;0,027125223
positive;part ;0,030930898;0,030930898
positive;as ;0,018996726;0,018996726
positive;a ;0,018996726;0,018996726
positive;result ;0,017968178;0,017968178
positive;of ;0,017528947;0,017528947
positive;some ;0,012431984;0,012431984
positive;indications ;0,012431984;0,012431984
positive;"that
";0,000976089;0,000976089
positive;economic ;0,000976089;0,000976089
positive;activity ;0,000729184;0,000729184
positive;in ;0,000729184;0,000729184
positive;the ;0,005618337;0,005618337
positive;united ;0,005618337;0,005618337
positive;kingdom ;0,005712397;0,005712397
positive;was ;0,005712397;0,005712397
positive;not ;-0,005965112;-0,005965112
positive;as ;-0,002558186;-0,002558186
positive;strong ;0,012472534;0,012472534
positive;as ;0,012472534;0,012472534
positive;"expected
";0,006966203;0,006966203
positive;and ;0,003790055;0,003790055
positive;the ;0,004674775;0,004674775
positive;sizable ;0,004674775;0,004674775
positive;declines ;-0,019259308;-0,019259308
positive;that ;-0,019259308;-0,019259308
positive;had ;0,001488627;0,001488627
positive;occurred ;0,000478911;0,000478911
positive;recently ;0,004901168;0,004901168
positive;in ;0,004901168;0,004901168
positive;that ;0,004901168;0,004901168
positive;nation;0,006293182;0,005547901
positive;"s
";0,006293182;0,005547901
positive;long;0,002869577;0,00373671
positive;term ;0,003088591;0,00373671
positive;interest ;0,003088591;0,003566227
positive;rates;0,003088591;0,003566227
negative;changes ;-0,143502062;-0,143502062
negative;in ;-0,013933682;-0,013933682
negative;the ;-0,002554244;-0,002554244
negative;value ;0,012717038;0,012717038
negative;of ;-0,017319121;-0,017319121
negative;the ;0,006857363;0,006857363
negative;dollar ;0,024555529;0,024555529
negative;against ;0,005126789;0,005126789
negative;other ;0,002337455;0,002337455
negative;"major
";0,027798634;0,027798634
negative;currencies ;0,054767263;0,054767263
negative;were ;0,063276919;0,063276919
negative;mixed;0,26792736;0,26792736
negative;likely ;0,085811801;0,085811801
negative;fostered ;0,019997307;0,019997307
negative;by ;-0,015311819;-0,015311819
negative;disparate ;0,111256763;0,111256763
negative;interest ;0,001350464;0,003732657
negative;rate ;0,006114851;0,003732657
negative;"and
";-0,018340798;-0,018340798
negative;economic ;0,010002966;0,010002966
negative;developments;-0,004257921;-0,004257921
negative;the ;0,00993636;0,00851144
negative;dollar;0,016078495;0,017028442
negative;"s
";0,007725258;0,008675205
negative;larger ;-0,008701186;-0,008701186
negative;decline ;0,240419975;0,240419975
negative;against ;0,002375329;0,002375329
negative;the ;0,006277469;0,006277469
negative;japanese ;0,01527994;0,01314121
negative;yen ;0,017413663;0,019552392
negative;than ;0,015483035;0,015483035
negative;against ;0,016263134;0,016263134
negative;the ;0,019100981;0,019100981
negative;german ;0,019732104;0,019732104
negative;"mark
";0,004363871;0,004363871
negative;and ;-0,016142353;-0,023085126
negative;other ;0,004497127;0,008455805
negative;european ;0,008139178;0,014277186
negative;currencies ;0,02025374;0,023036417
negative;may ;0,050135116;0,053114916
negative;have ;0,033755343;0,036258204
negative;stemmed ;0,10169071;0,068754972
negative;from ;0,013455229;0,048452388
negative;a ;0,029910892;0,02968743
negative;disparity ;0,115116378;0,107085373
negative;"in
";0,025502536;0,019716444
negative;interest ;0,010106598;0,0113618
negative;rate ;0,021053056;0,0113618
negative;movements ;-0,011163331;0,002897222
negative;in ;0,013056284;0,005476292
negative;those ;0,002570606;0,008339584
negative;countries;0,005425479;0,006274455
positive;except ;0,009603317;0,009603317
positive;for ;0,008158989;0,008158989
positive;oil;0,013861902;0,013861902
positive;most ;0,005128701;0,005128701
positive;sensitive ;0,005128701;0,005128701
positive;commodity ;0,005215924;0,005215924
positive;prices ;0,005215924;0,005215924
positive;have ;0,029362656;0,029362656
positive;risen ;0,059150223;0,059150223
positive;only ;0,011934204;0,011934204
positive;slightly ;0,011934204;0,011934204
positive;after ;0,019837979;0,019837979
positive;years ;0,016991;0,016991
positive;of ;0,011521593;0,011521593
positive;decline;0,018597174;0,018597174
positive;the ;0,005501662;0,005501662
positive;dollar ;0,008847576;0,008847576
positive;remains ;0,025007107;0,025007107
positive;strong;0,051727545;0,051727545
positive;real ;-0,013853746;-0,013853746
positive;short;-0,006978914;-0,006978914
positive;term ;0,004945077;0,004945077
positive;interest ;0,004465919;0,004465919
positive;rates ;0,004465919;0,004465919
positive;are ;0,008780959;0,008780959
positive;near ;0,008780959;0,008780959
positive;historical ;0,01141611;0,01141611
positive;norms;0,01141611;0,01141611
positive;and ;0,016968686;0,016968686
positive;productivity ;0,061092357;0,061092357
positive;growth ;0,061909021;0,061909021
positive;has ;0,064525316;0,064525316
positive;accelerated ;0,096788849;0,096788849
positive;in ;0,012972457;0,012972457
positive;recent ;0,016133559;0,016133559
